<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.07.17	16:00:00	1.12356	1.12383	1.12033	1.12330	12335	0	0
2023.07.17	20:00:00	1.12330	1.12461	1.12314	1.12314	5751	0	0
2023.07.18	00:00:00	1.12314	1.12464	1.12308	1.12418	2659	0	0
2023.07.18	04:00:00	1.12419	1.12564	1.12385	1.12518	6763	0	0
2023.07.18	08:00:00	1.12518	1.12758	1.12281	1.12369	16438	0	0
2023.07.18	12:00:00	1.12373	1.12698	1.12231	1.12397	18575	0	0
2023.07.18	16:00:00	1.12398	1.12460	1.12089	1.12148	25710	0	0
2023.07.18	20:00:00	1.12148	1.12315	1.12094	1.12280	6199	0	0
2023.07.19	00:00:00	1.12263	1.12327	1.12232	1.12296	3086	0	0
2023.07.19	04:00:00	1.12296	1.12313	1.12163	1.12218	5620	0	0
2023.07.19	08:00:00	1.12217	1.12373	1.11958	1.12323	18787	0	0
2023.07.19	12:00:00	1.12321	1.12402	1.12088	1.12171	12863	0	0
2023.07.19	16:00:00	1.12171	1.12247	1.11744	1.11921	22494	0	0
2023.07.19	20:00:00	1.11921	1.12050	1.11902	1.11986	6314	0	0
2023.07.20	00:00:00	1.11991	1.12202	1.11941	1.12182	3928	0	0
2023.07.20	04:00:00	1.12181	1.12290	1.12156	1.12214	6302	0	0
2023.07.20	08:00:00	1.12214	1.12232	1.11981	1.12086	12426	0	0
2023.07.20	12:00:00	1.12086	1.12167	1.11772	1.11827	15328	0	0
2023.07.20	16:00:00	1.11826	1.11886	1.11185	1.11240	23183	0	0
2023.07.20	20:00:00	1.11241	1.11348	1.11220	1.11290	6523	0	0
2023.07.21	00:00:00	1.11291	1.11382	1.11234	1.11375	3607	0	0
2023.07.21	04:00:00	1.11374	1.11417	1.11310	1.11396	5924	0	0
2023.07.21	08:00:00	1.11396	1.11449	1.11216	1.11283	14060	0	0
2023.07.21	12:00:00	1.11283	1.11344	1.11173	1.11284	14555	0	0
2023.07.21	16:00:00	1.11284	1.11381	1.11080	1.11235	14501	0	0
2023.07.21	20:00:00	1.11235	1.11303	1.11192	1.11246	4381	0	0
2023.07.24	00:00:00	1.11213	1.11328	1.11203	1.11298	3280	0	0
2023.07.24	04:00:00	1.11298	1.11311	1.11170	1.11202	4701	0	0
2023.07.24	08:00:00	1.11199	1.11470	1.10653	1.10710	23193	0	0
2023.07.24	12:00:00	1.10710	1.11090	1.10696	1.10877	12795	0	0
2023.07.24	16:00:00	1.10877	1.11049	1.10691	1.10815	18571	0	0
2023.07.24	20:00:00	1.10815	1.10845	1.10603	1.10641	5001	0	0
2023.07.25	00:00:00	1.10636	1.10701	1.10598	1.10673	2895	0	0
2023.07.25	04:00:00	1.10673	1.10816	1.10671	1.10703	5858	0	0
2023.07.25	08:00:00	1.10703	1.10869	1.10526	1.10648	14858	0	0
2023.07.25	12:00:00	1.10648	1.10676	1.10390	1.10484	12679	0	0
2023.07.25	16:00:00	1.10484	1.10549	1.10206	1.10423	17436	0	0
2023.07.25	20:00:00	1.10422	1.10553	1.10355	1.10497	6289	0	0
2023.07.26	00:00:00	1.10500	1.10567	1.10442	1.10457	2897	0	0
2023.07.26	04:00:00	1.10457	1.10531	1.10378	1.10482	4743	0	0
2023.07.26	08:00:00	1.10481	1.10777	1.10476	1.10757	12636	0	0
2023.07.26	12:00:00	1.10757	1.10861	1.10574	1.10683	10241	0	0
2023.07.26	16:00:00	1.10683	1.10823	1.10578	1.10719	14756	0	0
2023.07.26	20:00:00	1.10718	1.11065	1.10562	1.10852	31643	0	0
2023.07.27	00:00:00	1.10856	1.10891	1.10738	1.10861	3703	0	0
2023.07.27	04:00:00	1.10861	1.11179	1.10861	1.10959	6650	0	0
2023.07.27	08:00:00	1.10959	1.11393	1.10880	1.11391	13545	0	0
2023.07.27	12:00:00	1.11392	1.11497	1.10473	1.10593	27309	0	0
2023.07.27	16:00:00	1.10590	1.10651	1.09840	1.09902	40135	0	0
2023.07.27	20:00:00	1.09905	1.10106	1.09659	1.09765	19400	0	0
2023.07.28	00:00:00	1.09762	1.09836	1.09737	1.09802	3589	0	0
2023.07.28	04:00:00	1.09802	1.09881	1.09596	1.09729	17383	0	0
2023.07.28	08:00:00	1.09729	1.09913	1.09437	1.09597	28952	0	0
2023.07.28	12:00:00	1.09599	1.10334	1.09564	1.10093	21616	0	0
2023.07.28	16:00:00	1.10094	1.10477	1.09931	1.10255	26788	0	0
2023.07.28	20:00:00	1.10255	1.10297	1.10116	1.10141	8613	0	0
2023.07.31	00:00:00	1.10230	1.10279	1.10101	1.10221	3894	0	0
2023.07.31	04:00:00	1.10221	1.10264	1.10059	1.10060	6286	0	0
2023.07.31	08:00:00	1.10060	1.10359	1.10054	1.10339	13333	0	0
2023.07.31	12:00:00	1.10340	1.10403	1.10190	1.10282	13432	0	0
2023.07.31	16:00:00	1.10283	1.10459	1.10039	1.10067	22128	0	0
2023.07.31	20:00:00	1.10065	1.10114	1.09932	1.09964	4800	0	0
2023.08.01	00:00:00	1.09966	1.10029	1.09883	1.09889	2566	0	0
2023.08.01	04:00:00	1.09888	1.09910	1.09801	1.09903	4430	0	0
2023.08.01	08:00:00	1.09898	1.10003	1.09702	1.09744	12599	0	0
2023.08.01	12:00:00	1.09745	1.09846	1.09525	1.09564	14178	0	0
2023.08.01	16:00:00	1.09565	1.09891	1.09560	1.09720	24330	0	0
2023.08.01	20:00:00	1.09720	1.09852	1.09628	1.09842	5878	0	0
2023.08.02	00:00:00	1.09816	1.10187	1.09756	1.09962	6964	0	0
2023.08.02	04:00:00	1.09962	1.10070	1.09800	1.09892	6107	0	0
2023.08.02	08:00:00	1.09892	1.10007	1.09762	1.09844	13877	0	0
2023.08.02	12:00:00	1.09843	1.09872	1.09576	1.09598	18395	0	0
2023.08.02	16:00:00	1.09598	1.09680	1.09178	1.09506	26942	0	0
2023.08.02	20:00:00	1.09506	1.09576	1.09349	1.09379	4730	0	0
2023.08.03	00:00:00	1.09371	1.09455	1.09306	1.09399	3308	0	0
2023.08.03	04:00:00	1.09398	1.09491	1.09225	1.09233	4951	0	0
2023.08.03	08:00:00	1.09234	1.09430	1.09124	1.09248	18142	0	0
2023.08.03	12:00:00	1.09248	1.09564	1.09217	1.09381	23146	0	0
2023.08.03	16:00:00	1.09381	1.09628	1.09156	1.09553	26072	0	0
2023.08.03	20:00:00	1.09553	1.09570	1.09385	1.09480	4940	0	0
2023.08.04	00:00:00	1.09490	1.09555	1.09293	1.09554	2803	0	0
2023.08.04	04:00:00	1.09554	1.09616	1.09493	1.09500	4974	0	0
2023.08.04	08:00:00	1.09501	1.09584	1.09379	1.09404	9208	0	0
2023.08.04	12:00:00	1.09404	1.09980	1.09349	1.09898	22191	0	0
2023.08.04	16:00:00	1.09894	1.10421	1.09859	1.10340	30949	0	0
2023.08.04	20:00:00	1.10340	1.10391	1.10036	1.10055	8231	0	0
2023.08.07	00:00:00	1.10111	1.10160	1.10002	1.10099	3661	0	0
2023.08.07	04:00:00	1.10098	1.10099	1.09918	1.09965	5005	0	0
2023.08.07	08:00:00	1.09965	1.09973	1.09708	1.09748	10917	0	0
2023.08.07	12:00:00	1.09748	1.09964	1.09655	1.09957	11552	0	0
2023.08.07	16:00:00	1.09958	1.10118	1.09859	1.10007	15883	0	0
2023.08.07	20:00:00	1.10007	1.10102	1.09956	1.10021	5806	0	0
2023.08.08	00:00:00	1.10026	1.10056	1.09894	1.09920	2469	0	0
2023.08.08	04:00:00	1.09918	1.09926	1.09768	1.09922	5691	0	0
2023.08.08	08:00:00	1.09922	1.10112	1.09740	1.09854	13286	0	0
2023.08.08	12:00:00	1.09854	1.09865	1.09346	1.09429	19608	0	0
2023.08.08	16:00:00	1.09430	1.09577	1.09292	1.09484	15361	0	0
2023.08.08	20:00:00	1.09484	1.09622	1.09481	1.09556	4596	0	0
2023.08.09	00:00:00	1.09556	1.09652	1.09445	1.09577	2362	0	0
2023.08.09	04:00:00	1.09577	1.09707	1.09550	1.09668	4435	0	0
2023.08.09	08:00:00	1.09670	1.09888	1.09670	1.09838	11706	0	0
2023.08.09	12:00:00	1.09838	1.09872	1.09621	1.09816	10262	0	0
2023.08.09	16:00:00	1.09817	1.09954	1.09715	1.09784	15706	0	0
2023.08.09	20:00:00	1.09784	1.09916	1.09709	1.09734	4756	0	0
2023.08.10	00:00:00	1.09739	1.09787	1.09651	1.09709	2488	0	0
2023.08.10	04:00:00	1.09709	1.09881	1.09676	1.09794	4158	0	0
2023.08.10	08:00:00	1.09794	1.10265	1.09786	1.10187	13861	0	0
2023.08.10	12:00:00	1.10187	1.10653	1.10100	1.10413	23233	0	0
2023.08.10	16:00:00	1.10413	1.10458	1.10077	1.10135	32681	0	0
2023.08.10	20:00:00	1.10134	1.10142	1.09763	1.09805	16123	0	0
2023.08.11	00:00:00	1.09799	1.09892	1.09760	1.09879	1984	0	0
2023.08.11	04:00:00	1.09879	1.09979	1.09837	1.09850	4155	0	0
2023.08.11	08:00:00	1.09850	1.10032	1.09841	1.09995	9620	0	0
2023.08.11	12:00:00	1.09995	1.10049	1.09660	1.09683	17778	0	0
2023.08.11	16:00:00	1.09680	1.09838	1.09459	1.09466	25038	0	0
2023.08.11	20:00:00	1.09466	1.09554	1.09431	1.09451	7569	0	0
2023.08.14	00:00:00	1.09492	1.09514	1.09358	1.09369	3116	0	0
2023.08.14	04:00:00	1.09371	1.09407	1.09290	1.09356	6168	0	0
2023.08.14	08:00:00	1.09359	1.09602	1.09261	1.09463	14521	0	0
2023.08.14	12:00:00	1.09463	1.09531	1.09022	1.09058	13064	0	0
2023.08.14	16:00:00	1.09058	1.09360	1.08744	1.09283	26856	0	0
2023.08.14	20:00:00	1.09282	1.09310	1.09027	1.09052	6790	0	0
2023.08.15	00:00:00	1.09028	1.09094	1.09006	1.09069	3575	0	0
2023.08.15	04:00:00	1.09069	1.09174	1.09005	1.09103	5231	0	0
2023.08.15	08:00:00	1.09103	1.09343	1.09065	1.09278	17146	0	0
2023.08.15	12:00:00	1.09278	1.09450	1.08967	1.09220	23926	0	0
2023.08.15	16:00:00	1.09220	1.09525	1.09150	1.09179	29801	0	0
2023.08.15	20:00:00	1.09180	1.09211	1.08990	1.09043	6997	0	0
2023.08.16	00:00:00	1.09042	1.09056	1.08952	1.09028	2836	0	0
2023.08.16	04:00:00	1.09027	1.09135	1.08988	1.09134	5870	0	0
2023.08.16	08:00:00	1.09134	1.09346	1.09107	1.09283	12388	0	0
2023.08.16	12:00:00	1.09283	1.09326	1.09024	1.09025	13065	0	0
2023.08.16	16:00:00	1.09024	1.09234	1.08861	1.08868	23981	0	0
2023.08.16	20:00:00	1.08868	1.09004	1.08716	1.08788	11213	0	0
2023.08.17	00:00:00	1.08789	1.08833	1.08661	1.08695	3148	0	0
2023.08.17	04:00:00	1.08695	1.08707	1.08614	1.08686	5323	0	0
2023.08.17	08:00:00	1.08686	1.08868	1.08628	1.08731	14194	0	0
2023.08.17	12:00:00	1.08730	1.09185	1.08637	1.09064	23120	0	0
2023.08.17	16:00:00	1.09064	1.09180	1.08669	1.08780	32097	0	0
2023.08.17	20:00:00	1.08780	1.08785	1.08561	1.08717	13787	0	0
2023.08.18	00:00:00	1.08716	1.08920	1.08587	1.08897	3706	0	0
2023.08.18	04:00:00	1.08897	1.08938	1.08805	1.08825	5334	0	0
2023.08.18	08:00:00	1.08822	1.08873	1.08637	1.08672	18437	0	0
2023.08.18	12:00:00	1.08674	1.08764	1.08451	1.08555	19045	0	0
2023.08.18	16:00:00	1.08556	1.08815	1.08531	1.08732	27116	0	0
2023.08.18	20:00:00	1.08732	1.08814	1.08677	1.08696	10258	0	0
2023.08.21	00:00:00	1.08671	1.08842	1.08634	1.08798	2198	0	0
2023.08.21	04:00:00	1.08798	1.08837	1.08691	1.08812	4934	0	0
2023.08.21	08:00:00	1.08813	1.08899	1.08724	1.08860	16133	0	0
2023.08.21	12:00:00	1.08860	1.09137	1.08857	1.08985	19952	0	0
2023.08.21	16:00:00	1.08985	1.09044	1.08754	1.09017	25250	0	0
2023.08.21	20:00:00	1.09017	1.09035	1.08927	1.08949	7164	0	0
2023.08.22	00:00:00	1.08949	1.09015	1.08864	1.09003	2155	0	0
2023.08.22	04:00:00	1.09004	1.09170	1.08979	1.09089	4547	0	0
2023.08.22	08:00:00	1.09090	1.09305	1.09047	1.09100	14434	0	0
2023.08.22	12:00:00	1.09100	1.09124	1.08646	1.08661	18813	0	0
2023.08.22	16:00:00	1.08661	1.08713	1.08329	1.08494	28467	0	0
2023.08.22	20:00:00	1.08494	1.08554	1.08435	1.08452	6700	0	0
2023.08.23	00:00:00	1.08448	1.08534	1.08398	1.08470	1988	0	0
2023.08.23	04:00:00	1.08470	1.08607	1.08446	1.08607	5260	0	0
2023.08.23	08:00:00	1.08607	1.08715	1.08115	1.08192	24763	0	0
2023.08.23	12:00:00	1.08193	1.08205	1.08026	1.08043	13909	0	0
2023.08.23	16:00:00	1.08043	1.08683	1.08035	1.08630	25468	0	0
2023.08.23	20:00:00	1.08630	1.08701	1.08559	1.08627	6865	0	0
2023.08.24	00:00:00	1.08631	1.08750	1.08589	1.08697	4269	0	0
2023.08.24	04:00:00	1.08697	1.08710	1.08585	1.08695	4114	0	0
2023.08.24	08:00:00	1.08694	1.08767	1.08522	1.08621	11000	0	0
2023.08.24	12:00:00	1.08621	1.08636	1.08142	1.08209	14312	0	0
2023.08.24	16:00:00	1.08210	1.08488	1.08180	1.08213	20877	0	0
2023.08.24	20:00:00	1.08213	1.08240	1.08050	1.08096	6099	0	0
2023.08.25	00:00:00	1.08086	1.08150	1.07923	1.07941	3545	0	0
2023.08.25	04:00:00	1.07942	1.07950	1.07765	1.07823	4761	0	0
2023.08.25	08:00:00	1.07822	1.07921	1.07661	1.07865	13106	0	0
2023.08.25	12:00:00	1.07864	1.08174	1.07848	1.08129	11525	0	0
2023.08.25	16:00:00	1.08129	1.08420	1.07656	1.07964	45189	0	0
2023.08.25	20:00:00	1.07964	1.08126	1.07909	1.07944	7965	0	0
2023.08.28	00:00:00	1.07958	1.08046	1.07928	1.08022	3008	0	0
2023.08.28	04:00:00	1.08022	1.08112	1.08014	1.08077	3904	0	0
2023.08.28	08:00:00	1.08077	1.08209	1.07994	1.08006	8480	0	0
2023.08.28	12:00:00	1.08006	1.08223	1.08002	1.08103	12551	0	0
2023.08.28	16:00:00	1.08104	1.08142	1.07990	1.08076	18573	0	0
2023.08.28	20:00:00	1.08076	1.08201	1.08039	1.08182	5911	0	0
2023.08.29	00:00:00	1.08186	1.08313	1.08092	1.08233	3278	0	0
2023.08.29	04:00:00	1.08234	1.08383	1.08230	1.08243	3772	0	0
2023.08.29	08:00:00	1.08244	1.08298	1.08081	1.08103	10627	0	0
2023.08.29	12:00:00	1.08102	1.08163	1.07862	1.07924	13988	0	0
2023.08.29	16:00:00	1.07923	1.08642	1.07822	1.08629	38440	0	0
2023.08.29	20:00:00	1.08629	1.08920	1.08606	1.08793	10204	0	0
2023.08.30	00:00:00	1.08796	1.08848	1.08668	1.08698	3869	0	0
2023.08.30	04:00:00	1.08698	1.08722	1.08606	1.08606	5179	0	0
2023.08.30	08:00:00	1.08606	1.08769	1.08551	1.08673	13553	0	0
2023.08.30	12:00:00	1.08675	1.09258	1.08661	1.09212	23847	0	0
2023.08.30	16:00:00	1.09212	1.09455	1.09132	1.09259	31035	0	0
2023.08.30	20:00:00	1.09259	1.09329	1.09166	1.09227	7561	0	0
2023.08.31	00:00:00	1.09228	1.09339	1.09173	1.09331	2463	0	0
2023.08.31	04:00:00	1.09329	1.09394	1.09181	1.09187	3646	0	0
2023.08.31	08:00:00	1.09187	1.09243	1.08772	1.08779	17674	0	0
2023.08.31	12:00:00	1.08779	1.08851	1.08575	1.08744	25671	0	0
2023.08.31	16:00:00	1.08744	1.08748	1.08353	1.08387	29469	0	0
2023.08.31	20:00:00	1.08389	1.08541	1.08364	1.08427	9472	0	0
2023.09.01	00:00:00	1.08428	1.08451	1.08350	1.08378	3115	0	0
2023.09.01	04:00:00	1.08378	1.08541	1.08376	1.08466	4942	0	0
2023.09.01	08:00:00	1.08467	1.08597	1.08286	1.08486	15745	0	0
2023.09.01	12:00:00	1.08486	1.08818	1.08324	1.08638	23750	0	0
2023.09.01	16:00:00	1.08638	1.08814	1.07801	1.07839	49221	0	0
2023.09.01	20:00:00	1.07840	1.07892	1.07715	1.07728	7221	0	0
2023.09.04	00:00:00	1.07738	1.07806	1.07712	1.07787	2502	0	0
2023.09.04	04:00:00	1.07786	1.07872	1.07748	1.07867	3524	0	0
2023.09.04	08:00:00	1.07869	1.08070	1.07837	1.07978	11466	0	0
2023.09.04	12:00:00	1.07979	1.08089	1.07925	1.07975	9743	0	0
2023.09.04	16:00:00	1.07975	1.08055	1.07834	1.07940	7584	0	0
2023.09.04	20:00:00	1.07940	1.07970	1.07925	1.07934	1136	0	0
2023.09.05	00:00:00	1.07961	1.07977	1.07856	1.07928	1692	0	0
2023.09.05	04:00:00	1.07930	1.07983	1.07806	1.07922	3985	0	0
2023.09.05	08:00:00	1.07923	1.07935	1.07419	1.07483	21097	0	0
2023.09.05	12:00:00	1.07483	1.07571	1.07166	1.07441	21084	0	0
2023.09.05	16:00:00	1.07442	1.07489	1.07062	1.07296	31537	0	0
2023.09.05	20:00:00	1.07297	1.07315	1.07187	1.07209	5971	0	0
2023.09.06	00:00:00	1.07220	1.07278	1.07151	1.07192	2808	0	0
2023.09.06	04:00:00	1.07192	1.07361	1.07132	1.07359	4584	0	0
2023.09.06	08:00:00	1.07359	1.07479	1.07232	1.07341	18699	0	0
2023.09.06	12:00:00	1.07341	1.07489	1.07247	1.07370	15694	0	0
2023.09.06	16:00:00	1.07369	1.07403	1.07024	1.07210	34491	0	0
2023.09.06	20:00:00	1.07210	1.07296	1.07202	1.07268	7125	0	0
2023.09.07	00:00:00	1.07233	1.07276	1.07189	1.07222	2058	0	0
2023.09.07	04:00:00	1.07222	1.07318	1.07180	1.07194	3321	0	0
2023.09.07	08:00:00	1.07193	1.07257	1.07077	1.07105	15327	0	0
2023.09.07	12:00:00	1.07105	1.07179	1.06861	1.06934	19208	0	0
2023.09.07	16:00:00	1.06932	1.07101	1.06864	1.07041	25688	0	0
2023.09.07	20:00:00	1.07041	1.07096	1.06938	1.06948	7181	0	0
2023.09.08	00:00:00	1.06965	1.07150	1.06924	1.07142	2820	0	0
2023.09.08	04:00:00	1.07142	1.07233	1.07046	1.07135	4462	0	0
2023.09.08	08:00:00	1.07135	1.07283	1.07077	1.07119	14825	0	0
2023.09.08	12:00:00	1.07119	1.07137	1.06942	1.07025	16321	0	0
2023.09.08	16:00:00	1.07025	1.07438	1.06996	1.07045	24151	0	0
2023.09.08	20:00:00	1.07045	1.07108	1.06972	1.06993	6959	0	0
2023.09.11	00:00:00	1.07147	1.07210	1.06980	1.07133	3967	0	0
2023.09.11	04:00:00	1.07131	1.07377	1.07101	1.07356	5300	0	0
2023.09.11	08:00:00	1.07356	1.07414	1.07224	1.07286	14309	0	0
2023.09.11	12:00:00	1.07285	1.07344	1.07155	1.07276	14566	0	0
2023.09.11	16:00:00	1.07275	1.07594	1.07224	1.07512	21336	0	0
2023.09.11	20:00:00	1.07512	1.07524	1.07443	1.07500	6358	0	0
2023.09.12	00:00:00	1.07427	1.07522	1.07356	1.07439	1903	0	0
2023.09.12	04:00:00	1.07439	1.07688	1.07373	1.07391	5213	0	0
2023.09.12	08:00:00	1.07391	1.07409	1.07122	1.07146	12954	0	0
2023.09.12	12:00:00	1.07145	1.07261	1.07058	1.07073	14357	0	0
2023.09.12	16:00:00	1.07073	1.07376	1.07055	1.07233	17718	0	0
2023.09.12	20:00:00	1.07232	1.07647	1.07232	1.07529	8892	0	0
2023.09.13	00:00:00	1.07538	1.07641	1.07485	1.07590	3001	0	0
2023.09.13	04:00:00	1.07590	1.07647	1.07444	1.07524	3821	0	0
2023.09.13	08:00:00	1.07524	1.07547	1.07312	1.07352	14557	0	0
2023.09.13	12:00:00	1.07352	1.07618	1.07107	1.07479	26402	0	0
2023.09.13	16:00:00	1.07479	1.07560	1.07272	1.07408	30985	0	0
2023.09.13	20:00:00	1.07407	1.07492	1.07280	1.07283	8423	0	0
2023.09.14	00:00:00	1.07281	1.07420	1.07269	1.07396	2391	0	0
2023.09.14	04:00:00	1.07398	1.07489	1.07317	1.07472	4768	0	0
2023.09.14	08:00:00	1.07472	1.07522	1.07322	1.07340	11543	0	0
2023.09.14	12:00:00	1.07340	1.07473	1.06550	1.06767	30913	0	0
2023.09.14	16:00:00	1.06769	1.06973	1.06450	1.06486	41559	0	0
2023.09.14	20:00:00	1.06485	1.06509	1.06319	1.06420	9199	0	0
2023.09.15	00:00:00	1.06426	1.06437	1.06314	1.06423	2711	0	0
2023.09.15	04:00:00	1.06423	1.06536	1.06332	1.06535	4866	0	0
2023.09.15	08:00:00	1.06535	1.06689	1.06489	1.06658	14579	0	0
2023.09.15	12:00:00	1.06657	1.06693	1.06452	1.06505	14451	0	0
2023.09.15	16:00:00	1.06506	1.06879	1.06498	1.06724	29426	0	0
2023.09.15	20:00:00	1.06724	1.06765	1.06568	1.06591	6789	0	0
2023.09.18	00:00:00	1.06587	1.06719	1.06577	1.06715	2038	0	0
2023.09.18	04:00:00	1.06715	1.06738	1.06611	1.06688	2979	0	0
2023.09.18	08:00:00	1.06688	1.06778	1.06564	1.06640	11004	0	0
2023.09.18	12:00:00	1.06640	1.06749	1.06561	1.06569	13317	0	0
2023.09.18	16:00:00	1.06570	1.06989	1.06546	1.06922	18525	0	0
2023.09.18	20:00:00	1.06922	1.06981	1.06780	1.06907	6053	0	0
2023.09.19	00:00:00	1.06913	1.06965	1.06691	1.06884	2110	0	0
2023.09.19	04:00:00	1.06885	1.06895	1.06790	1.06798	2491	0	0
2023.09.19	08:00:00	1.06798	1.06954	1.06752	1.06864	11816	0	0
2023.09.19	12:00:00	1.06861	1.07181	1.06822	1.06998	15344	0	0
2023.09.19	16:00:00	1.06998	1.07015	1.06784	1.06848	19217	0	0
2023.09.19	20:00:00	1.06848	1.06918	1.06762	1.06790	6965	0	0
2023.09.20	00:00:00	1.06775	1.06860	1.06755	1.06848	1980	0	0
2023.09.20	04:00:00	1.06850	1.06897	1.06778	1.06786	2644	0	0
2023.09.20	08:00:00	1.06786	1.06970	1.06729	1.06963	13906	0	0
2023.09.20	12:00:00	1.06963	1.07050	1.06922	1.06981	10838	0	0
2023.09.20	16:00:00	1.06980	1.07370	1.06972	1.07353	18844	0	0
2023.09.20	20:00:00	1.07353	1.07355	1.06501	1.06608	32054	0	0
2023.09.21	00:00:00	1.06597	1.06639	1.06298	1.06310	3965	0	0
2023.09.21	04:00:00	1.06309	1.06413	1.06164	1.06371	6555	0	0
2023.09.21	08:00:00	1.06372	1.06639	1.06328	1.06556	17364	0	0
2023.09.21	12:00:00	1.06556	1.06647	1.06248	1.06421	24145	0	0
2023.09.21	16:00:00	1.06421	1.06736	1.06378	1.06557	28233	0	0
2023.09.21	20:00:00	1.06557	1.06710	1.06556	1.06604	9725	0	0
2023.09.22	00:00:00	1.06580	1.06637	1.06476	1.06575	2680	0	0
2023.09.22	04:00:00	1.06575	1.06575	1.06409	1.06548	5162	0	0
2023.09.22	08:00:00	1.06548	1.06680	1.06149	1.06464	19971	0	0
2023.09.22	12:00:00	1.06464	1.06607	1.06338	1.06557	8224	0	0
2023.09.22	16:00:00	1.06557	1.06718	1.06418	1.06556	11522	0	0
2023.09.22	20:00:00	1.06555	1.06615	1.06391	1.06428	4010	0	0
2023.09.25	00:00:00	1.06498	1.06552	1.06420	1.06546	2266	0	0
2023.09.25	04:00:00	1.06546	1.06548	1.06429	1.06489	2465	0	0
2023.09.25	08:00:00	1.06490	1.06530	1.06240	1.06258	8078	0	0
2023.09.25	12:00:00	1.06257	1.06436	1.06192	1.06219	7194	0	0
2023.09.25	16:00:00	1.06219	1.06243	1.05753	1.05889	12385	0	0
2023.09.25	20:00:00	1.05889	1.05988	1.05854	1.05919	3314	0	0
2023.09.26	00:00:00	1.05928	1.05963	1.05805	1.05842	2786	0	0
2023.09.26	04:00:00	1.05841	1.05929	1.05781	1.05926	3077	0	0
2023.09.26	08:00:00	1.05926	1.06000	1.05700	1.05959	8667	0	0
2023.09.26	12:00:00	1.05960	1.06091	1.05895	1.06058	7775	0	0
2023.09.26	16:00:00	1.06058	1.06065	1.05674	1.05692	12413	0	0
2023.09.26	20:00:00	1.05690	1.05761	1.05618	1.05719	3819	0	0
2023.09.27	00:00:00	1.05682	1.05738	1.05558	1.05596	2499	0	0
2023.09.27	04:00:00	1.05597	1.05698	1.05572	1.05600	3745	0	0
2023.09.27	08:00:00	1.05600	1.05740	1.05547	1.05598	6865	0	0
2023.09.27	12:00:00	1.05599	1.05636	1.05342	1.05468	9589	0	0
2023.09.27	16:00:00	1.05467	1.05488	1.05005	1.05031	16216	0	0
2023.09.27	20:00:00	1.05028	1.05186	1.04881	1.05015	8865	0	0
2023.09.28	00:00:00	1.05009	1.05152	1.04932	1.05150	2408	0	0
2023.09.28	04:00:00	1.05149	1.05160	1.04966	1.05041	3568	0	0
2023.09.28	08:00:00	1.05044	1.05242	1.04909	1.05167	10814	0	0
2023.09.28	12:00:00	1.05170	1.05574	1.05152	1.05183	15460	0	0
2023.09.28	16:00:00	1.05182	1.05790	1.05179	1.05580	20143	0	0
2023.09.28	20:00:00	1.05579	1.05672	1.05499	1.05640	6331	0	0
2023.09.29	00:00:00	1.05646	1.05675	1.05544	1.05639	2006	0	0
2023.09.29	04:00:00	1.05639	1.05826	1.05619	1.05802	2795	0	0
2023.09.29	08:00:00	1.05802	1.06167	1.05740	1.06094	10939	0	0
2023.09.29	12:00:00	1.06090	1.06170	1.05882	1.06000	13598	0	0
2023.09.29	16:00:00	1.05998	1.06074	1.05700	1.05777	20839	0	0
2023.09.29	20:00:00	1.05776	1.05799	1.05641	1.05735	7512	0	0
2023.10.02	00:00:00	1.05651	1.05715	1.05574	1.05641	3448	0	0
2023.10.02	04:00:00	1.05641	1.05713	1.05640	1.05688	2066	0	0
2023.10.02	08:00:00	1.05687	1.05917	1.05600	1.05620	9631	0	0
2023.10.02	12:00:00	1.05619	1.05627	1.05250	1.05296	10865	0	0
2023.10.02	16:00:00	1.05295	1.05326	1.04884	1.04892	20085	0	0
2023.10.02	20:00:00	1.04892	1.05052	1.04768	1.04768	5928	0	0
2023.10.03	00:00:00	1.04770	1.04826	1.04640	1.04724	3199	0	0
2023.10.03	04:00:00	1.04720	1.04748	1.04599	1.04633	4150	0	0
2023.10.03	08:00:00	1.04633	1.04934	1.04609	1.04853	9860	0	0
2023.10.03	12:00:00	1.04851	1.04910	1.04622	1.04661	11326	0	0
2023.10.03	16:00:00	1.04661	1.04855	1.04480	1.04624	32280	0	0
2023.10.03	20:00:00	1.04624	1.04797	1.04597	1.04655	7520	0	0
2023.10.04	00:00:00	1.04665	1.04755	1.04518	1.04714	2430	0	0
2023.10.04	04:00:00	1.04714	1.04719	1.04572	1.04699	4113	0	0
2023.10.04	08:00:00	1.04701	1.04888	1.04514	1.04861	9592	0	0
2023.10.04	12:00:00	1.04862	1.05323	1.04848	1.05254	15543	0	0
2023.10.04	16:00:00	1.05254	1.05260	1.04831	1.05124	20038	0	0
2023.10.04	20:00:00	1.05122	1.05195	1.04977	1.05037	6064	0	0
2023.10.05	00:00:00	1.05061	1.05219	1.05005	1.05202	2398	0	0
2023.10.05	04:00:00	1.05201	1.05289	1.05201	1.05207	4210	0	0
2023.10.05	08:00:00	1.05208	1.05261	1.05014	1.05043	11494	0	0
2023.10.05	12:00:00	1.05043	1.05298	1.05002	1.05148	18147	0	0
